num sample rows,DGN16SxfsMCaB_20_109,DGN16SxfsMAaA_17_112,DGN16SxfsMAaA_12_122,WHYD200513783_A,DGN16SuooMAaA_7_113,DGN16SxfsMAaA_13_114,DGN16SxfsMAaA_18_115,GXJ0103_C6,GXJ0103_C8D15,DGN16SxfsMAaA_12_117,DGN16SxfsMAaA_16_119,DGN16SxfsMCaB_21_109,DGN16SxfsMCaB_22_109,YZR0106_C2,YZR0106_C4,ZJD0111_JX,ZJD0111_C4uiPD,YZY0112_C2D15,Rego006,WHYD200513792_A,DGN16SuooMAaA_3_120,Rego010,FQT0113_JX,FQT0113_C2D15,DGN16SuooMAaA_4_115,HSR0114_JX,HAH0115_JX,Rego015,Rego016,CGH0116_JX,CGH0116_C2D1,DGN16SuooMAaA_3_115,WHYD200513785_A,WHYD200513797_A,WHYD200513812_A,DGN16SuooMAaA_9_116,WHYD200716230_A,Rego019,ZXL0117_JX,Rego020,SZL0119_JX,DGN16SuooMAaA_8_115,WHYD200716245_A,Rego023,HM0120_JX,Rego025,CWZ0121_JX,CWZ0121_PD,SLM0122_JX,WHYD200513799_A,WHYD20082037_A,WHYD200716229_A,WHYD20082062_A,WHYD200716254_A,LGZ0123_JX,Rego030,FW0124_JX,Rego032,WHYD200513772_A,YMS0125_JX,Rego035,TWH0126_JX,Rego042,Rego041,LJK0127_JX,SJH0128_JX,Rego046,FMS0129_JX,Rego045,DGN16SuooMAaA_1_113,WHYD200513577_A,WY0132_JX,LWM0133_JX,LMS0134_JX,CKH0135_JX,Rego054,WHYD200513795_A,DGN16SuooMAaA_1_115,WHYD200513813_A,PXX0136_JX,Rego061,Rego064,YGF0137_JX,JFQ0138_JX,Rego063,WHYD200513798_A,DGN16SuooMAaA_2_115,WHYD200513822_A,WHYD200513800_A,Rego069,DGN16SuooMAaA_5_116,Rego049,DGN16SuooMAaA_1_112,DGN16SuooMAaA_2_116,Rego083,WHYD200513765_A,DGN16SuooMAaA_4_112,WHYD200513815_A,DGN16SuooMAaA_2_113,WHYD200513773_A,DGN16SuooMAaA_1_116,WHYD200513784_A,WHYD200513786_A,DGN16SuooMAaA_9_112,WHYD200513802_A,DGN16SuooMAaA_7_115,WHYD200513791_A,GZL0140_JX,Rego071,WHYD200513766_A,DGN16SxfsMCaB_19_109
35100,2.895,2.4046,3.4287,3.7289,4.0911,3.8766,3.4312,2.6793,4.4005,3.4454,3.7821,2.9326,2.3177,1.5812,NA,2.5646,3.4745,3.2471,4.1495,3.0336,4.0473,4.2598,2.2989,2.8004,4.4262,4.3838,3.7253,3.6765,3.5195,3.8857,3.8137,3.281,3.8944,3.8433,3.8122,3.7425,3.4957,4.6314,3.4731,4.3698,2.9486,3.7944,2.8285,4.2534,3.5227,4.0986,3.1938,3.6955,2.7685,3.2812,3.9658,3.981,3.5734,3.8582,4.3527,3.2136,NA,4.3221,3.8676,3.6723,4.0786,2.5687,3.0847,2.0424,2.1653,3.9087,3.656,2.9502,4.3233,4.0593,3.52,3.3904,4.0967,4.0068,NA,4.0797,2.024,3.9523,1.7468,3.5419,4.2692,3.5991,3.5141,3.1514,3.6219,1.9287,4.5014,2.395,3.4203,3.4342,4.4231,2.7386,4.2347,4.0193,4.364,3.7868,4.4454,3.6668,4.2835,2.9337,3.7655,3.4829,4.3411,3.8592,4.1594,3.9162,3.1659,3,4.0269,2.7194,3.4557
35200,2.8952,2.4048,3.4287,3.729,4.0911,3.8766,3.4312,2.6795,4.4005,3.4454,3.7821,2.9325,2.3177,1.5812,NA,2.5646,3.4745,3.2471,4.1495,3.0337,4.0472,4.2599,2.2989,2.8005,4.4262,4.3838,3.7253,3.6765,3.5194,3.8857,3.8138,3.281,3.8945,3.8433,3.8122,3.7424,3.4958,4.6315,3.4731,4.3698,2.9487,3.7944,2.8284,4.2534,3.5228,4.0986,3.1938,3.6955,2.7685,3.2811,3.9659,3.981,3.5735,3.8582,4.3529,3.2135,NA,4.3222,3.8676,3.6724,4.0786,2.5686,3.0848,2.0424,2.1653,3.9087,3.656,2.9503,4.3234,4.0593,3.52,3.3903,4.0968,4.0067,NA,4.0797,2.024,3.9523,1.7467,3.542,4.2694,3.5991,3.5142,3.1515,3.6219,1.9287,4.5015,2.3949,3.4203,3.4342,4.4231,2.7386,4.2347,4.0194,4.364,3.7869,4.4455,3.6668,4.2835,2.9337,3.7655,3.4828,4.3411,3.8592,4.1595,3.9162,3.166,3,4.0269,2.7195,3.4557
35300,2.8952,2.4049,3.4287,3.7289,4.0911,3.8766,3.4313,2.6796,4.4007,3.4454,3.7821,2.9325,2.3177,1.5812,NA,2.5646,3.4745,3.2472,4.1496,3.0337,4.0472,4.2599,2.2989,2.8005,4.4262,4.3838,3.7253,3.6766,3.5194,3.8857,3.8138,3.281,3.8945,3.8434,3.8122,3.7424,3.4959,4.6314,3.4732,4.3699,2.9487,3.7944,2.8284,4.2535,3.5229,4.0986,3.1938,3.6956,2.7685,3.2811,3.9659,3.981,3.5734,3.8583,4.3529,3.2136,NA,4.3222,3.8676,3.6724,4.0787,2.5687,3.0847,2.0425,2.1652,3.9087,3.6561,2.9503,4.3235,4.0594,3.52,3.3903,4.0969,4.0068,NA,4.0797,2.0241,3.9523,1.7468,3.542,4.2694,3.5991,3.5142,3.1515,3.6219,1.9288,4.5016,2.3949,3.4203,3.4342,4.4231,2.7385,4.2347,4.0194,4.3641,3.7868,4.4455,3.6668,4.2835,2.9338,3.7656,3.4828,4.3411,3.8591,4.1595,3.9162,3.1661,3.0001,4.0269,2.7195,3.4557
35400,2.8953,2.4049,3.4287,3.7289,4.0911,3.8766,3.4313,2.6797,4.4007,3.4455,3.7821,2.9325,2.3177,1.5812,NA,2.5646,3.4745,3.2471,4.1497,3.0336,4.0472,4.2599,2.2988,2.8005,4.4262,4.3839,3.7254,3.6767,3.5194,3.8858,3.8139,3.2811,3.8944,3.8434,3.8123,3.7423,3.4958,4.6314,3.4732,4.3698,2.9486,3.7944,2.8284,4.2535,3.5229,4.0986,3.1938,3.6957,2.7685,3.2811,3.9659,3.981,3.5734,3.8583,4.3529,3.2137,NA,4.3222,3.8676,3.6724,4.0787,2.5687,3.0847,2.0425,2.1652,3.9087,3.6561,2.9503,4.3235,4.0594,3.5199,3.3904,4.0969,4.0069,NA,4.0797,2.024,3.9524,1.7468,3.542,4.2696,3.5991,3.5142,3.1516,3.622,1.9288,4.5017,2.3949,3.4204,3.4342,4.4231,2.7386,4.2348,4.0195,4.3641,3.7868,4.4457,3.6668,4.2836,2.9337,3.7655,3.4829,4.3412,3.8591,4.1595,3.9163,3.1661,3.0001,4.027,2.7195,3.4556
35500,2.8953,2.405,3.4287,3.7289,4.0912,3.8766,3.4313,2.6796,4.4007,3.4454,3.7821,2.9324,2.3177,1.5812,NA,2.5647,3.4744,3.2472,4.1496,3.0337,4.0473,4.2599,2.2989,2.8005,4.4261,4.3838,3.7254,3.6766,3.5194,3.8859,3.8138,3.2811,3.8944,3.8434,3.8123,3.7423,3.4958,4.6315,3.4732,4.3697,2.9487,3.7945,2.8285,4.2535,3.523,4.0988,3.1938,3.6957,2.7685,3.2811,3.9659,3.9811,3.5735,3.8584,4.3531,3.2138,NA,4.3223,3.8677,3.6725,4.0789,2.5689,3.0847,2.0427,2.1652,3.9088,3.6561,2.9504,4.3235,4.0595,3.5199,3.3903,4.097,4.007,NA,4.0796,2.024,3.9524,1.7468,3.542,4.2696,3.5991,3.5141,3.1516,3.622,1.9288,4.5018,2.3948,3.4204,3.4343,4.4231,2.7385,4.2348,4.0195,4.3641,3.7869,4.4457,3.6668,4.2837,2.9337,3.7656,3.4829,4.3412,3.8592,4.1596,3.9163,3.1661,3.0002,4.0271,2.7194,3.4557
35600,2.8953,2.405,3.4286,3.729,4.0912,3.8767,3.4313,2.6796,4.4008,3.4454,3.7822,2.9324,2.3177,1.5812,NA,2.5646,3.4745,3.2472,4.1496,3.0339,4.0474,4.2599,2.299,2.8005,4.4262,4.3839,3.7254,3.6766,3.5194,3.8859,3.8139,3.2811,3.8944,3.8435,3.8123,3.7423,3.4958,4.6315,3.4731,4.3699,2.9487,3.7945,2.8285,4.2535,3.5231,4.0988,3.1939,3.6957,2.7685,3.2812,3.966,3.9809,3.5734,3.8584,4.353,3.2138,NA,4.3222,3.8677,3.6725,4.079,2.569,3.0848,2.0426,2.1652,3.9088,3.6562,2.9504,4.3235,4.0595,3.52,3.3903,4.097,4.0069,NA,4.0797,2.0241,3.9523,1.7469,3.542,4.2696,3.5992,3.5141,3.1516,3.622,1.9287,4.5019,2.3948,3.4204,3.4343,4.4232,2.7386,4.2348,4.0195,4.3641,3.787,4.4458,3.6668,4.2838,2.9337,3.7656,3.483,4.3412,3.8593,4.1596,3.9163,3.1662,3.0002,4.0271,2.7195,3.4558
35700,2.8955,2.405,3.4287,3.729,4.0913,3.8767,3.4313,2.6797,4.4008,3.4454,3.7822,2.9324,2.3177,1.5812,NA,2.5645,3.4745,3.2473,4.1496,3.0339,4.0474,4.2599,2.2991,2.8004,4.4262,4.3839,3.7254,3.6767,3.5194,3.8859,3.814,3.2811,3.8944,3.8435,3.8122,3.7424,3.4958,4.6314,3.4732,4.3699,2.9486,3.7946,2.8286,4.2535,3.5231,4.0988,3.194,3.6958,2.7685,3.2812,3.966,3.9811,3.5734,3.8584,4.3531,3.2138,NA,4.3221,3.8677,3.6726,4.0791,2.5689,3.0847,2.0427,2.1652,3.9089,3.6563,2.9505,4.3235,4.0594,3.5201,3.3904,4.097,4.007,NA,4.0797,2.0242,3.9524,1.7469,3.542,4.2695,3.5992,3.5141,3.1518,3.6221,1.9287,4.5019,2.3949,3.4203,3.4343,4.4231,2.7386,4.2348,4.0196,4.3642,3.787,4.4458,3.6669,4.2837,2.9337,3.7657,3.483,4.3413,3.8593,4.1597,3.9163,3.1661,3.0002,4.0271,2.7195,3.4559
35800,2.8954,2.405,3.4288,3.729,4.0912,3.8766,3.4314,2.6797,4.4009,3.4455,3.7822,2.9324,2.3178,1.5812,NA,2.5645,3.4746,3.2473,4.1497,3.0338,4.0474,4.26,2.299,2.8004,4.4263,4.384,3.7254,3.6766,3.5194,3.8859,3.814,3.2812,3.8944,3.8434,3.8123,3.7424,3.4958,4.6315,3.4732,4.3699,2.9487,3.7947,2.8285,4.2536,3.5231,4.0988,3.194,3.6957,2.7685,3.2813,3.966,3.9811,3.5735,3.8585,4.3532,3.2138,NA,4.3221,3.8677,3.6726,4.079,2.569,3.0847,2.0427,2.1652,3.9089,3.6563,2.9505,4.3236,4.0595,3.5202,3.3903,4.097,4.007,NA,4.0797,2.0243,3.9524,1.7468,3.542,4.2695,3.5993,3.5141,3.1517,3.6221,1.9288,4.5019,2.3949,3.4203,3.4343,4.4232,2.7385,4.2348,4.0196,4.3641,3.787,4.4458,3.6669,4.2837,2.9338,3.7657,3.4832,4.3414,3.8594,4.1597,3.9163,3.1661,3.0001,4.0271,2.7196,3.4559
35900,2.8955,2.4051,3.4287,3.729,4.0912,3.8767,3.4314,2.6797,4.4009,3.4456,3.7822,2.9325,2.3178,1.5813,NA,2.5645,3.4746,3.2473,4.1497,3.0339,4.0475,4.26,2.299,2.8004,4.4263,4.3841,3.7255,3.6767,3.5195,3.8859,3.8141,3.2813,3.8945,3.8433,3.8123,3.7425,3.4958,4.6315,3.4732,4.37,2.9487,3.7947,2.8286,4.2536,3.5231,4.0989,3.1939,3.6957,2.7685,3.2813,3.966,3.9812,3.5735,3.8585,4.3533,3.2138,NA,4.322,3.8677,3.6726,4.0791,2.5691,3.0846,2.0427,2.1651,3.909,3.6563,2.9504,4.3237,4.0595,3.5203,3.3904,4.097,4.007,NA,4.0798,2.0244,3.9524,1.7468,3.542,4.2695,3.5993,3.514,3.1518,3.6221,1.9289,4.5019,2.3948,3.4204,3.4344,4.4233,2.7386,4.2349,4.0197,4.3642,3.787,4.4459,3.6668,4.2837,2.9338,3.7657,3.4831,4.3414,3.8594,4.1598,3.9163,3.1661,3.0001,4.0272,2.7195,3.456
36000,2.8956,2.4051,3.4288,3.7292,4.0913,3.8767,3.4314,2.6798,4.401,3.4456,3.7824,2.9324,2.3179,1.5813,NA,2.5643,3.4746,3.2473,4.1497,3.0339,4.0475,4.2601,2.2989,2.8004,4.4263,4.3841,3.7255,3.6766,3.5196,3.8859,3.8141,3.2814,3.8945,3.8433,3.8124,3.7425,3.4959,4.6316,3.4733,4.37,2.9487,3.7948,2.8286,4.2537,3.5231,4.0989,3.1939,3.6958,2.7685,3.2814,3.966,3.9812,3.5735,3.8586,4.3534,3.2138,NA,4.322,3.8677,3.6727,4.0791,2.5691,3.0845,2.0428,2.1651,3.9091,3.6562,2.9504,4.3237,4.0594,3.5204,3.3904,4.097,4.0071,NA,4.0798,2.0243,3.9525,1.7468,3.542,4.2695,3.5994,3.514,3.1518,3.6221,1.9289,4.502,2.3947,3.4204,3.4343,4.4232,2.7386,4.235,4.0197,4.3642,3.7871,4.4459,3.6669,4.2837,2.9338,3.7657,3.4833,4.3414,3.8593,4.1598,3.9163,3.1662,3.0001,4.0272,2.7196,3.4559
36100,2.8957,2.4051,3.4288,3.7292,4.0913,3.8767,3.4315,2.6798,4.401,3.4455,3.7824,2.9324,2.3179,1.5813,NA,2.5643,3.4745,3.2473,4.1497,3.034,4.0476,4.2601,2.299,2.8003,4.4263,4.3842,3.7254,3.6766,3.5197,3.8859,3.8141,3.2814,3.8945,3.8433,3.8125,3.7425,3.4958,4.6316,3.4733,4.3701,2.9487,3.7949,2.8285,4.2537,3.523,4.0989,3.194,3.6958,2.7685,3.2814,3.966,3.9812,3.5735,3.8586,4.3533,3.2138,NA,4.3219,3.8677,3.6727,4.0791,2.5691,3.0847,2.0428,2.1652,3.9091,3.6562,2.9504,4.3237,4.0595,3.5205,3.3904,4.0969,4.0072,NA,4.0798,2.0242,3.9525,1.7469,3.542,4.2696,3.5994,3.5141,3.1517,3.6223,1.9288,4.5021,2.3949,3.4203,3.4344,4.4233,2.7387,4.235,4.0198,4.3642,3.7871,4.4459,3.6669,4.2837,2.9337,3.7658,3.4832,4.3414,3.8594,4.1599,3.9164,3.1663,3.0001,4.0272,2.7196,3.456
36200,2.8958,2.4052,3.4289,3.7293,4.0913,3.8768,3.4315,2.6798,4.4011,3.4454,3.7823,2.9325,2.3179,1.5812,NA,2.5644,3.4746,3.2473,4.1498,3.0339,4.0476,4.2602,2.2991,2.8004,4.4263,4.3842,3.7255,3.6767,3.5196,3.886,3.8142,3.2814,3.8946,3.8433,3.8125,3.7425,3.4958,4.6317,3.4734,4.3701,2.9487,3.795,2.8285,4.2537,3.523,4.0989,3.194,3.6958,2.7685,3.2814,3.966,3.9812,3.5735,3.8586,4.3533,3.2139,NA,4.3218,3.8676,3.6727,4.0792,2.5692,3.0847,2.0428,2.1653,3.9091,3.6563,2.9505,4.3237,4.0596,3.5205,3.3904,4.0969,4.0072,NA,4.0797,2.0242,3.9524,1.7469,3.542,4.2697,3.5994,3.5141,3.1517,3.6223,1.9289,4.5021,2.3949,3.4203,3.4344,4.4233,2.7387,4.235,4.0198,4.3643,3.7872,4.4459,3.6669,4.2838,2.9337,3.7657,3.4833,4.3414,3.8594,4.16,3.9164,3.1663,3.0001,4.0272,2.7195,3.456
36300,2.8958,2.4051,3.4289,3.7294,4.0913,3.8768,3.4315,2.6798,4.4012,3.4454,3.7824,2.9325,2.3179,1.5812,NA,2.5643,3.4746,3.2473,4.1499,3.0339,4.0477,4.2602,2.2992,2.8004,4.4263,4.3842,3.7255,3.6767,3.5197,3.886,3.8142,3.2814,3.8946,3.8433,3.8124,3.7425,3.4958,4.6317,3.4735,4.37,2.9488,3.795,2.8286,4.2537,3.523,4.0989,3.194,3.6957,2.7685,3.2816,3.966,3.9812,3.5735,3.8585,4.3534,3.2138,NA,4.3218,3.8677,3.6727,4.0793,2.5691,3.0846,2.0429,2.1653,3.9091,3.6564,2.9505,4.3238,4.0596,3.5205,3.3904,4.0969,4.0073,NA,4.0798,2.0243,3.9525,1.7469,3.5419,4.2699,3.5995,3.5142,3.1518,3.6225,1.9289,4.5021,2.3949,3.4204,3.4344,4.4233,2.7388,4.2351,4.0199,4.3644,3.7872,4.446,3.6669,4.2838,2.9337,3.7658,3.4832,4.3414,3.8594,4.16,3.9164,3.1663,3.0001,4.0272,2.7195,3.456
36400,2.8959,2.4051,3.4289,3.7295,4.0914,3.8768,3.4315,2.6798,4.4012,3.4455,3.7824,2.9325,2.3179,1.5812,NA,2.5643,3.4746,3.2474,4.1499,3.0339,4.0477,4.2602,2.2992,2.8004,4.4264,4.3842,3.7255,3.6766,3.5197,3.886,3.8142,3.2814,3.8946,3.8432,3.8125,3.7425,3.4958,4.6318,3.4735,4.37,2.9488,3.795,2.8286,4.2538,3.523,4.099,3.194,3.6957,2.7684,3.2815,3.9661,3.9812,3.5735,3.8586,4.3534,3.2138,NA,4.3218,3.8677,3.6727,4.0793,2.5691,3.0847,2.0429,2.1653,3.9092,3.6562,2.9505,4.3238,4.0596,3.5206,3.3905,4.0969,4.0072,NA,4.0798,2.0242,3.9525,1.7468,3.542,4.2699,3.5995,3.5142,3.1518,3.6225,1.929,4.5021,2.395,3.4203,3.4344,4.4234,2.7388,4.2351,4.0199,4.3644,3.7872,4.446,3.6669,4.2838,2.9337,3.7658,3.4832,4.3415,3.8594,4.16,3.9164,3.1665,3.0002,4.0273,2.7195,3.4561
36500,2.8959,2.405,3.4289,3.7294,4.0914,3.8768,3.4315,2.6799,4.4012,3.4457,3.7824,2.9325,2.318,1.5813,NA,2.5644,3.4746,3.2474,4.15,3.0339,4.0477,4.2601,2.2992,2.8004,4.4265,4.3842,3.7255,3.6767,3.5196,3.8861,3.8141,3.2816,3.8946,3.8432,3.8125,3.7425,3.4958,4.6319,3.4734,4.37,2.9487,3.7951,2.8285,4.2537,3.5229,4.0991,3.194,3.6957,2.7684,3.2815,3.966,3.9812,3.5735,3.8587,4.3534,3.2138,NA,4.3218,3.8677,3.6727,4.0793,2.5691,3.0847,2.0429,2.1652,3.9092,3.6562,2.9505,4.3239,4.0596,3.5206,3.3905,4.0969,4.0073,NA,4.0798,2.0243,3.9524,1.7468,3.542,4.2699,3.5995,3.5142,3.1518,3.6225,1.9289,4.5021,2.3951,3.4203,3.4344,4.4234,2.7388,4.2351,4.0199,4.3644,3.7873,4.446,3.667,4.2838,2.9337,3.7659,3.4833,4.3415,3.8594,4.16,3.9164,3.1665,3.0002,4.0273,2.7195,3.456
36600,2.8959,2.4051,3.429,3.7295,4.0914,3.8769,3.4315,2.6801,4.4013,3.4456,3.7824,2.9326,2.318,1.5812,NA,2.5643,3.4746,3.2475,4.15,3.0339,4.0477,4.2602,2.2993,2.8006,4.4264,4.3843,3.7254,3.6767,3.5197,3.8861,3.8142,3.2816,3.8946,3.8432,3.8125,3.7427,3.4959,4.632,3.4733,4.3701,2.9488,3.7951,2.8285,4.2538,3.523,4.0991,3.194,3.6957,2.7684,3.2816,3.966,3.9811,3.5735,3.8587,4.3535,3.2139,NA,4.3218,3.8678,3.6728,4.0793,2.569,3.0846,2.0429,2.165,3.9093,3.6562,2.9506,4.324,4.0596,3.5205,3.3905,4.0968,4.0073,NA,4.0798,2.0242,3.9524,1.7468,3.5419,4.2699,3.5994,3.5142,3.1518,3.6226,1.929,4.5021,2.3951,3.4203,3.4344,4.4234,2.7388,4.2351,4.0199,4.3644,3.7874,4.4461,3.667,4.2838,2.9337,3.7659,3.4832,4.3414,3.8594,4.16,3.9165,3.1665,3.0003,4.0273,2.7195,3.4561
36700,2.8959,2.405,3.4289,3.7295,4.0915,3.8769,3.4316,2.6801,4.4013,3.4456,3.7824,2.9326,2.318,1.5812,NA,2.5644,3.4745,3.2475,4.1501,3.0339,4.0478,4.2602,2.2992,2.8007,4.4264,4.3842,3.7254,3.6768,3.5197,3.8861,3.8142,3.2817,3.8946,3.8433,3.8126,3.7427,3.496,4.6321,3.4734,4.3701,2.9488,3.7951,2.8285,4.2537,3.5231,4.0991,3.194,3.6957,2.7684,3.2816,3.9661,3.9812,3.5734,3.8587,4.3536,3.2139,NA,4.3219,3.8678,3.6727,4.0794,2.5691,3.0847,2.043,2.165,3.9092,3.6563,2.9506,4.324,4.0597,3.5206,3.3906,4.0968,4.0073,NA,4.0799,2.0243,3.9524,1.7468,3.5419,4.2699,3.5995,3.5142,3.1518,3.6226,1.9289,4.5022,2.3951,3.4203,3.4344,4.4234,2.7388,4.2353,4.0199,4.3645,3.7875,4.4461,3.667,4.2838,2.9338,3.7659,3.4832,4.3414,3.8595,4.1601,3.9165,3.1666,3.0003,4.0274,2.7196,3.4561
36800,2.8959,2.4051,3.429,3.7294,4.0916,3.8769,3.4316,2.68,4.4013,3.4457,3.7825,2.9326,2.318,1.5813,NA,2.5644,3.4746,3.2476,4.1501,3.0339,4.0478,4.2602,2.2992,2.8007,4.4264,4.3842,3.7254,3.6767,3.5197,3.8862,3.8142,3.2816,3.8946,3.8433,3.8125,3.7428,3.496,4.6321,3.4735,4.37,2.9488,3.7951,2.8285,4.2537,3.523,4.0991,3.194,3.6957,2.7683,3.2816,3.9661,3.9812,3.5735,3.8588,4.3536,3.2139,NA,4.3219,3.8678,3.6729,4.0794,2.5692,3.0847,2.043,2.165,3.9092,3.6563,2.9506,4.3239,4.0597,3.5207,3.3906,4.0968,4.0073,NA,4.0799,2.0244,3.9524,1.7468,3.5419,4.27,3.5996,3.5142,3.1518,3.6227,1.9289,4.5022,2.3951,3.4203,3.4344,4.4235,2.7386,4.2353,4.0199,4.3646,3.7875,4.4462,3.667,4.2838,2.9338,3.7659,3.4832,4.3414,3.8595,4.1601,3.9165,3.1667,3.0003,4.0274,2.7195,3.4562
36900,2.8959,2.405,3.429,3.7294,4.0916,3.8769,3.4316,2.6801,4.4013,3.4457,3.7825,2.9326,2.3181,1.5813,NA,2.5644,3.4746,3.2475,4.1501,3.0339,4.0477,4.2602,2.2991,2.8007,4.4265,4.3844,3.7254,3.6768,3.5196,3.8862,3.8143,3.2816,3.8945,3.8433,3.8126,3.7428,3.496,4.6321,3.4734,4.3701,2.9488,3.7951,2.8284,4.2537,3.5231,4.0991,3.1941,3.6957,2.7683,3.2816,3.9663,3.9812,3.5735,3.8589,4.3536,3.2139,NA,4.3219,3.8678,3.6729,4.0794,2.5692,3.0847,2.043,2.165,3.9093,3.6563,2.9506,4.324,4.0597,3.5208,3.3906,4.0969,4.0073,NA,4.0799,2.0245,3.9524,1.7468,3.5419,4.27,3.5997,3.5142,3.1518,3.6227,1.929,4.5022,2.3951,3.4203,3.4345,4.4235,2.7386,4.2353,4.02,4.3645,3.7875,4.4462,3.667,4.2838,2.9338,3.7658,3.4833,4.3415,3.8595,4.1601,3.9165,3.1668,3.0003,4.0275,2.7194,3.4563
37000,2.896,2.4051,3.4291,3.7294,4.0916,3.877,3.4317,2.68,4.4013,3.4457,3.7825,2.9325,2.3181,1.5813,NA,2.5644,3.4747,3.2475,4.1501,3.034,4.0478,4.2602,2.2991,2.8008,4.4265,4.3844,3.7254,3.6768,3.5196,3.8863,3.8143,3.2816,3.8945,3.8433,3.8126,3.7428,3.496,4.632,3.4734,4.3701,2.9488,3.7951,2.8285,4.2537,3.5231,4.0991,3.1942,3.6957,2.7683,3.2816,3.9663,3.9813,3.5737,3.8588,4.3538,3.214,NA,4.3219,3.8679,3.6729,4.0793,2.5692,3.0847,2.043,2.165,3.9094,3.6563,2.9508,4.324,4.0597,3.5208,3.3907,4.0971,4.0073,NA,4.0799,2.0244,3.9524,1.7469,3.5419,4.27,3.5997,3.5142,3.1517,3.6227,1.929,4.5021,2.3952,3.4203,3.4346,4.4236,2.7386,4.2353,4.0201,4.3645,3.7876,4.4462,3.6671,4.2839,2.9337,3.7659,3.4834,4.3415,3.8595,4.1601,3.9165,3.1668,3.0004,4.0276,2.7194,3.4565
37100,2.8959,2.4051,3.4291,3.7295,4.0918,3.877,3.4318,2.6801,4.4013,3.4458,3.7825,2.9325,2.3181,1.5813,NA,2.5645,3.4746,3.2475,4.1502,3.0339,4.0478,4.2603,2.2992,2.8008,4.4265,4.3844,3.7255,3.6768,3.5197,3.8863,3.8143,3.2817,3.8946,3.8433,3.8126,3.7428,3.496,4.6321,3.4735,4.3701,2.9488,3.7952,2.8285,4.2537,3.5231,4.0992,3.1942,3.6958,2.7683,3.2817,3.9663,3.9813,3.5737,3.8588,4.3538,3.2141,NA,4.322,3.8679,3.6729,4.0794,2.5693,3.0848,2.043,2.165,3.9094,3.6563,2.9508,4.3241,4.0598,3.5208,3.3908,4.097,4.0073,NA,4.08,2.0244,3.9524,1.7468,3.5419,4.2701,3.5998,3.5144,3.1518,3.6229,1.9291,4.5021,2.3951,3.4204,3.4346,4.4236,2.7385,4.2353,4.02,4.3645,3.7876,4.4462,3.6671,4.2839,2.9338,3.766,3.4834,4.3415,3.8595,4.1602,3.9165,3.1668,3.0004,4.0276,2.7195,3.4565
37200,2.896,2.405,3.4291,3.7294,4.0918,3.877,3.4318,2.68,4.4013,3.4457,3.7825,2.9326,2.3182,1.5813,NA,2.5645,3.4747,3.2476,4.1502,3.0339,4.0478,4.2602,2.2992,2.8008,4.4265,4.3845,3.7255,3.6769,3.5197,3.8862,3.8144,3.2818,3.8945,3.8433,3.8126,3.7429,3.4961,4.6321,3.4736,4.3701,2.9488,3.7952,2.8285,4.2537,3.5231,4.0991,3.1942,3.6958,2.7683,3.2818,3.9663,3.9813,3.5737,3.8589,4.3538,3.2141,NA,4.322,3.8679,3.673,4.0794,2.5692,3.0848,2.043,2.1649,3.9095,3.6563,2.9507,4.3241,4.0598,3.5208,3.3907,4.0971,4.0073,NA,4.0801,2.0245,3.9524,1.7469,3.5419,4.2701,3.5998,3.5143,3.1518,3.6229,1.9291,4.5021,2.3951,3.4204,3.4346,4.4236,2.7386,4.2353,4.0201,4.3646,3.7876,4.4463,3.6671,4.2839,2.9338,3.766,3.4835,4.3416,3.8594,4.1602,3.9165,3.1669,3.0004,4.0277,2.7195,3.4565
37300,2.896,2.4051,3.429,3.7295,4.0918,3.8769,3.4318,2.6801,4.4014,3.4457,3.7825,2.9325,2.3182,1.5813,NA,2.5644,3.4747,3.2476,4.1504,3.0339,4.0477,4.2603,2.2991,2.8007,4.4266,4.3845,3.7255,3.6769,3.5198,3.8862,3.8144,3.2819,3.8945,3.8433,3.8127,3.7429,3.4961,4.6321,3.4736,4.3702,2.9489,3.7952,2.8284,4.2537,3.5231,4.0992,3.1942,3.6959,2.7683,3.2818,3.9663,3.9812,3.5736,3.8589,4.3539,3.2141,NA,4.322,3.868,3.6731,4.0795,2.5692,3.0848,2.043,2.165,3.9096,3.6563,2.9508,4.3241,4.0598,3.5208,3.3907,4.0971,4.0074,NA,4.0801,2.0245,3.9525,1.7469,3.5419,4.2702,3.5998,3.5144,3.1518,3.6229,1.9291,4.5021,2.3951,3.4205,3.4347,4.4236,2.7386,4.2353,4.0202,4.3647,3.7876,4.4464,3.6672,4.2839,2.9338,3.766,3.4836,4.3415,3.8595,4.1602,3.9165,3.167,3.0004,4.0277,2.7195,3.4565
