ID,HM0120_JX,Rego054,DGN16SuooMAaA_4_115,DGN16SuooMAaA_4_112,YZR0106_C4,DGN16SuooMAaA_3_115,YZR0106_C2,WHYD200513795_A,Rego042,WHYD200513797_A,WHYD200513577_A,YMS0125_JX,Rego049,Rego045,Rego046,Rego041,WY0132_JX,WHYD200513785_A,DGN16SuooMAaA_8_115,DGN16SuooMAaA_1_115,DGN16SuooMAaA_1_116,CGH0116_JX,DGN16SuooMAaA_1_112,DGN16SuooMAaA_1_113,SLM0122_JX,LGZ0123_JX,WHYD20082062_A,TWH0126_JX,LMS0134_JX,Rego071,CGH0116_C2D1,DGN16SxfsMCaB_20_109,WHYD200513798_A,WHYD200716230_A,Rego023,WHYD200513815_A,Rego064,Rego063,Rego061,WHYD200513799_A,Rego069,DGN16SuooMAaA_2_113,HAH0115_JX,CWZ0121_PD,JFQ0138_JX,WHYD200513786_A,WHYD200513822_A,CKH0135_JX,WHYD200513784_A,Rego010,Rego016,Rego015,Rego019,WHYD200716254_A,WHYD200513765_A,FW0124_JX,DGN16SuooMAaA_9_112,ZJD0111_C4uiPD,WHYD200513791_A,DGN16SxfsMCaB_22_109,ZXL0117_JX,YGF0137_JX,WHYD200513792_A,DGN16SxfsMAaA_12_117,WHYD200513772_A,DGN16SxfsMAaA_16_119,DGN16SuooMAaA_2_116,GZL0140_JX,LWM0133_JX,LJK0127_JX,SJH0128_JX,DGN16SuooMAaA_3_120,Rego083,SZL0119_JX,WHYD200513783_A,WHYD200716245_A,DGN16SxfsMAaA_18_115,ZJD0111_JX,DGN16SxfsMAaA_12_122,FQT0113_JX,WHYD200513800_A,Rego030,DGN16SuooMAaA_2_115,Rego032,CWZ0121_JX,GXJ0103_C8D15,WHYD200513802_A,WHYD200716229_A,Rego006,DGN16SxfsMAaA_13_114,DGN16SuooMAaA_7_113,DGN16SuooMAaA_7_115,PXX0136_JX,DGN16SxfsMCaB_21_109,DGN16SxfsMCaB_19_109,WHYD200513766_A,WHYD200513773_A,WHYD200513813_A,Rego020,DGN16SuooMAaA_5_116,Rego025,HSR0114_JX,GXJ0103_C6,DGN16SuooMAaA_9_116,FQT0113_C2D15,WHYD20082037_A,DGN16SxfsMAaA_17_112,Rego035,YZY0112_C2D15,WHYD200513812_A,FMS0129_JX
OTU4893,174,0,0,0,0,1,0,0,0,89,0,66,0,0,0,0,1,60,0,0,0,25,0,0,25,24,0,0,139,0,50,0,0,72,0,2,0,0,0,32,0,0,10,54,0,5,0,0,0,0,0,0,0,34,2,3,0,1,0,0,26,22,51,286,103,211,0,0,1,0,38,0,0,86,5,1,1,0,0,0,77,0,0,0,24,25,31,23,0,18,0,0,0,128,6,0,3,0,0,0,0,28,0,0,0,0,0,0,147,50,61
OTU5245,0,0,0,0,0,16,1,8,0,350,1,19,0,0,0,0,7,311,0,0,1,122,6,0,0,19,0,0,19,0,202,10,0,18,0,66,0,0,0,0,0,1,0,88,5,115,0,0,34,0,0,0,0,11,0,2,0,1,1,0,39,0,2,3,1,4,1,10,39,10,3,0,0,6,25,9,60,1,7,25,0,0,0,0,65,22,38,9,0,23,0,0,4,0,0,165,3,0,0,1,0,0,41,0,4,0,12,0,0,240,0
OTU1014,2,0,0,0,0,5,0,0,0,0,1,26,0,0,0,0,160,19,0,0,0,2,4,0,0,2,0,0,0,0,0,44,63,22,0,0,0,0,0,74,0,0,117,1,20,31,8,0,1,0,0,0,0,1,0,0,0,30,0,666,0,0,0,0,0,0,2,0,8,0,226,0,0,156,7,19,0,0,8,0,298,0,0,0,0,4,95,1,0,13,0,0,40,0,0,15,62,0,0,0,0,8,9,0,0,0,1,0,30,4,0
OTU518,0,31,121,21,0,2,0,0,4,0,0,0,2,336,7,3,0,0,13,7,18,0,15,9,0,0,2,0,0,66,0,0,0,0,117,0,6,17,109,0,10,60,0,0,0,0,0,0,0,117,14,17,198,0,0,0,33,0,0,0,0,0,0,0,0,0,18,0,0,0,0,72,33,0,0,0,0,0,0,0,0,6,159,76,0,0,0,0,60,0,18,22,0,0,0,0,0,0,307,45,68,0,0,6,0,2,0,43,0,0,0
OTU4910,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,1,0,1,0,0,207,0,0,0,0,0,0,0,0,0,895,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,311,33,0,0,0,0,27,0,0,0,0,0,0,0,206,0,2,0,0,0,72,0,143,0,44,0,0,0,0,0,0,56,0,0,0,52,0,0,0,0,114,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0
OTU3520,0,36,14,54,0,2,0,0,0,0,0,0,2,60,5,29,0,0,44,13,48,0,0,8,0,0,46,0,0,76,0,0,0,0,77,0,13,28,107,0,44,86,0,0,0,0,0,0,0,135,34,23,385,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,133,0,0,0,0,0,0,0,0,5,32,60,0,0,0,0,100,0,65,42,0,0,0,0,0,0,56,39,136,0,0,21,0,9,0,64,0,0,0
OTU1995,0,106,51,56,0,3,0,0,16,0,0,0,16,78,19,0,0,0,69,105,38,0,115,57,0,0,98,0,0,70,0,0,0,0,20,0,40,30,47,0,20,52,1,0,0,0,1,0,0,45,20,104,149,0,0,0,55,0,0,0,0,0,0,0,0,0,79,0,0,0,0,52,32,0,0,0,1,0,0,0,0,67,43,24,0,0,0,2,64,0,106,31,0,0,0,0,0,0,40,92,6,0,0,6,0,78,0,48,0,0,1
OTU647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,2171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU824,31,0,0,0,2,0,0,10,0,0,2,97,0,0,0,0,162,0,0,0,0,9,0,0,1,0,0,37,11,0,13,731,0,4,0,1,0,0,0,0,0,0,353,2,1,0,0,0,2,0,0,0,0,0,1,2,0,15,4,0,10,1,34,9,0,7,0,0,0,0,0,0,0,15,0,0,2,327,3,0,1,0,0,0,0,9,0,1,0,14,0,0,3,7,15,1,1,3,0,0,0,1,12,0,2,0,106,0,106,1,1
OTU3887,0,16,65,228,0,47,0,0,5,0,0,0,14,12,16,10,0,0,70,73,11,0,74,524,0,0,44,0,0,5,0,0,0,0,11,0,7,3,0,0,4,82,0,0,0,0,0,0,0,4,3,4,9,0,0,0,93,0,0,0,0,0,0,0,0,0,39,0,0,0,0,75,5,0,0,0,0,0,0,0,0,4,12,21,0,0,0,0,3,0,283,58,0,0,0,0,0,0,0,101,0,0,0,107,0,18,0,9,0,0,0
OTU3415,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,9,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU5772,0,0,0,560,0,0,0,0,0,0,0,0,0,1,43,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,155,0,0,19,0,0,0,0,0,0,0,0,0,39,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,0,0,0,0,0,0,0,0,0,28,226,0,0,0,0,281,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU5043,10,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,22,0,0,0,46,1,0,0,0,0,0,2,0,14,0,0,124,0,0,0,0,0,0,0,0,1,235,0,0,0,0,0,0,0,0,0,32,0,5,0,0,0,0,37,120,0,20,561,39,0,0,1,0,30,0,0,273,13,18,3,1,27,1,1,0,0,0,98,19,1,26,0,12,0,0,0,0,15,7,0,0,0,0,0,15,3,0,0,0,0,0,0,23,258
OTU5635,0,15,6,44,0,39,0,0,44,0,0,0,41,3,74,2,0,0,205,69,237,0,3,21,0,0,39,0,0,11,0,0,0,0,15,0,30,43,112,0,146,13,0,0,0,0,1,0,0,46,93,44,9,0,0,0,32,0,0,0,0,0,0,0,0,0,7,0,0,0,0,65,84,0,0,0,0,0,0,0,0,36,1,67,0,0,0,1,44,0,14,40,0,0,0,0,0,0,113,42,26,0,0,22,0,33,0,75,0,0,0
OTU5315,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,736,0,0,0,1140,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3358,0,63,23,15,0,19,0,0,17,0,0,0,14,27,5,4,0,0,0,40,21,0,76,4,0,0,53,0,0,19,0,0,0,0,30,0,10,12,57,0,15,221,0,0,0,0,0,0,0,15,33,77,23,0,0,0,82,0,0,0,0,0,0,0,0,1,192,0,1,0,0,358,30,0,0,0,0,0,0,0,1,15,105,43,0,0,0,0,23,0,3,45,0,0,0,0,0,0,0,41,63,0,0,84,0,33,1,68,0,0,0
OTU2513,88,0,0,0,0,1,0,0,0,33,6,50,0,0,0,0,52,54,0,0,0,53,2,0,135,44,0,1,33,0,111,0,0,19,0,2,0,0,0,179,0,0,81,29,0,7,0,0,0,0,0,0,0,86,16,5,0,35,0,0,96,8,53,69,50,40,1,0,12,1,15,0,0,27,29,2,10,46,2,0,89,0,0,0,16,15,16,35,0,6,0,0,0,88,12,4,7,0,0,0,0,15,2,0,0,0,0,0,50,73,70
OTU3050,0,0,1,0,0,4,0,0,0,38,0,0,0,0,0,0,68,8,0,0,0,0,7,0,2,0,0,0,110,0,2,0,0,1,0,0,0,0,0,35,0,0,1,0,0,38,0,0,0,0,0,0,0,71,2,1,0,0,162,0,61,0,0,766,0,402,0,0,4,0,0,0,0,0,31,0,7,0,3,0,1,0,0,0,0,29,34,96,0,14,1,0,0,0,0,3,0,0,0,0,0,15,13,0,0,0,0,0,0,42,0
OTU6491,0,0,2,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,136,0,0,0,0,0,0,0,0,1,0,0,0,0,204,0,234,0,69,0,0,0,0,0,0,239,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,361,556,0,0,0,0,0,0,0,0
OTU862,8,0,0,0,0,0,1,0,0,4,0,57,0,0,0,0,0,13,0,0,1,15,3,0,32,48,0,2,4,0,17,0,0,1,0,1,0,0,0,1,0,0,2,0,1317,2,1,0,0,0,0,0,0,1,0,19,0,33,1,3,9,0,0,12,1,77,1,0,34,2,66,0,0,0,2,0,4,0,3,0,0,0,0,0,0,26,5,0,0,19,0,0,0,0,69,0,1,0,0,0,0,125,5,0,0,0,0,0,0,1,13
OTU1291,179,0,0,0,0,0,0,0,0,22,6,24,0,0,0,0,31,16,0,0,0,4,0,0,91,51,0,3,46,0,27,0,0,7,0,0,0,0,0,12,0,0,5,63,0,0,0,0,8,0,0,0,0,9,0,4,0,0,19,0,0,81,12,439,2,271,0,0,1,0,116,0,0,0,0,0,6,0,0,0,1,0,0,0,38,1,0,1,0,27,0,0,0,156,0,0,0,0,0,0,0,144,0,1,28,0,0,0,97,10,0
OTU94,0,0,0,0,0,1,0,0,0,8,3,212,0,0,0,0,101,4,0,0,0,1,0,0,1,87,0,0,583,0,1,0,0,0,0,2,0,0,0,54,0,0,0,0,0,33,0,0,0,0,0,0,0,42,27,76,0,3,0,0,91,0,0,252,0,135,7,0,3,0,0,0,0,0,80,0,13,0,8,1,0,0,0,0,0,12,21,65,0,49,0,0,0,0,0,13,0,0,0,0,0,59,6,0,0,0,0,0,0,2,0
OTU3367,0,44,11,24,0,39,0,0,8,0,0,0,0,1,24,9,0,0,206,31,0,0,0,0,0,0,199,0,0,0,0,0,0,0,13,0,0,0,59,0,19,0,0,0,0,0,0,0,0,9,51,0,86,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,1,23,276,0,0,0,0,132,0,11,88,0,0,0,0,0,0,158,37,243,0,0,32,0,155,0,18,0,0,0
OTU5550,0,114,12,10,0,2,0,0,15,0,0,0,7,49,0,2,0,0,3,3,36,0,59,0,0,0,54,0,0,63,0,0,0,0,121,0,13,11,30,0,9,229,0,0,0,0,0,0,0,32,3,12,48,0,0,0,80,0,0,0,0,0,0,0,0,0,4,0,0,0,0,393,5,0,0,0,0,0,0,0,0,10,95,69,0,0,0,0,21,0,2,102,0,0,0,0,0,0,50,78,40,0,0,34,0,82,0,39,0,0,0
OTU390,256,0,2,0,0,0,0,10,0,0,28,113,0,2,0,0,28,0,0,0,0,7,0,0,35,0,0,3,14,0,1,0,0,0,0,2,0,0,0,56,0,0,0,65,0,2,0,1,17,0,0,0,0,114,1,0,0,8,0,1,4,180,0,532,25,277,1,0,0,16,13,0,0,0,0,0,2,47,1,1,0,0,0,0,15,2,0,78,0,1,0,0,0,1,2,29,0,0,0,0,0,24,1,0,0,0,0,0,0,1,21
OTU4764,50,0,0,0,0,0,0,0,0,234,22,11,0,0,0,0,0,109,0,0,0,1,1,0,18,5,0,0,3,0,9,0,0,133,0,0,0,0,0,92,0,0,4,53,0,0,0,0,58,0,0,0,0,67,1,0,0,0,72,0,0,236,145,74,77,42,0,0,0,0,19,0,0,0,0,0,0,0,0,0,10,0,0,0,84,0,0,5,0,6,0,0,0,5,0,19,6,0,0,0,0,12,0,0,0,0,0,0,21,322,1
OTU4368,0,4,26,19,0,4,0,0,75,0,0,0,1,277,155,1,0,0,4,4,9,0,0,143,0,0,8,0,0,37,0,0,0,0,18,0,228,49,5,0,50,10,0,0,0,0,0,0,0,112,53,23,176,0,0,0,38,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,72,0,0,0,0,0,0,0,0,18,12,29,0,0,0,0,65,0,198,0,0,0,0,0,0,0,26,32,0,0,0,2,0,5,0,18,0,0,0
OTU3603,0,298,10,2,0,72,0,0,62,0,0,0,0,0,181,0,0,0,2,7,12,0,0,7,0,0,17,0,0,0,0,0,0,0,10,0,55,82,1,0,2,49,0,0,0,0,0,0,0,27,230,160,5,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,112,0,0,0,0,0,0,0,0,1,50,16,0,0,0,0,63,0,1,80,0,0,0,0,0,0,8,22,11,0,0,248,0,26,0,15,0,0,0
OTU1524,190,0,0,0,153,0,0,40,0,0,2,2,0,0,0,0,86,0,0,0,0,1,1,0,2,0,0,2,4,0,1,9,29,0,0,0,0,0,0,0,0,0,0,244,15,0,18,81,0,0,0,0,0,0,0,3,0,4,0,92,0,2,0,2,0,5,0,0,2,14,13,0,0,0,0,0,1,264,0,0,31,0,0,0,499,0,0,1,0,1,0,0,2,19,3,0,0,12,0,0,0,7,0,0,64,0,32,0,2,0,2
OTU4971,0,0,3,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,12,9,0,0,0,0,0,0,0,0,624,0,0,102,0,0,0,3,0,1,0,0,0,1,455,0,1,0,0,0,0,1,361,0,0,0,0,0,12,0,0,0,0,0,8,0,75,0,0,0,0,0,101,0,4,0,0,0,28,0,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,32,1,0,0,0,0,0,0,0
OTU4639,0,0,0,0,0,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,15,2,0,181,0,0,398,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,54,0,0,0,0,0,0,0,0,0,50,0,0,98,0,242,35,0,0,0,0,0,0,5,0,71,0,0,0,31,0,32,0,4,1,0,0,1,0,0,61,323,0,0,32,0,0,0,0,47,16,18,0,0,0,0,176,22,0,0,0,0,0,0,0,0
OTU5481,0,90,100,29,0,0,0,0,0,0,0,0,101,53,0,0,0,0,116,38,1,0,57,118,0,0,14,0,0,19,0,0,0,0,191,0,36,10,47,0,5,34,0,0,0,0,0,0,0,77,2,4,11,0,0,0,2,0,0,0,0,0,0,0,0,0,139,0,0,0,0,75,27,0,0,0,0,0,0,0,0,0,79,57,0,0,0,0,7,0,65,10,0,0,0,0,0,0,29,102,16,0,0,22,0,94,0,45,0,0,0
OTU4366,0,97,18,0,0,0,0,0,2,0,0,0,3,438,2,1,0,0,1,0,2,0,0,0,0,0,3,0,0,326,0,0,0,0,61,0,46,93,67,0,6,2,0,0,0,0,0,0,0,188,8,36,202,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,4,0,0,0,0,0,0,0,0,10,6,117,0,0,0,0,10,0,3,1,0,0,0,0,0,0,26,2,77,0,0,1,0,12,0,38,0,0,0
OTU5862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1257,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,5,5,0,0,105,0,0,0,0,0,0,0,0,0,8,74,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,177,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0
OTU11,0,0,3,0,0,48,0,1,0,28,0,143,0,0,0,0,0,85,0,1,11,0,35,5,0,81,0,0,0,0,0,1,0,28,0,13,0,0,0,56,0,2,0,0,0,56,0,0,134,0,0,0,0,53,38,35,1,12,0,0,167,0,0,0,0,0,28,0,0,0,0,0,0,1,14,4,5,0,7,0,0,0,3,0,0,122,192,13,0,98,1,1,239,0,64,0,0,0,0,0,0,0,22,4,0,0,0,0,0,39,0
OTU3704,0,33,36,2,1,2,29,73,58,0,0,0,342,54,42,66,1,0,7,8,17,0,17,20,0,1,22,0,3,29,0,0,0,43,77,0,64,36,34,3,9,39,4,0,0,0,1,57,0,52,16,40,72,9,0,0,20,0,1,10,0,0,0,2,0,0,35,3,0,0,0,74,13,0,0,0,0,0,0,22,1,23,17,31,0,0,0,31,6,0,20,12,5,0,0,0,6,1,15,36,13,0,0,16,1,21,0,35,2,0,2
OTU5562,0,11,10,47,25,16,0,0,58,0,0,0,277,8,77,13,0,0,38,47,102,0,21,30,0,0,18,0,0,14,1,0,16,0,33,0,30,56,28,0,42,32,0,0,0,0,34,0,0,46,58,44,20,7,0,0,79,0,0,0,0,0,0,0,1,0,46,0,0,0,0,20,32,0,0,0,0,0,0,0,0,39,18,28,0,0,0,30,38,0,70,17,0,0,0,0,0,0,27,18,44,0,0,49,1,22,0,52,0,0,0
OTU1150,98,0,0,0,62,0,0,0,0,0,29,54,0,0,0,0,68,0,0,0,0,1,0,0,40,2,0,25,94,0,0,169,0,0,0,1,0,0,0,3,0,0,2,9,91,2,0,4,0,0,0,0,0,0,1,3,0,10,7,24,0,53,18,46,1,83,0,208,8,19,24,0,0,0,0,0,0,102,0,57,50,0,0,0,7,1,0,0,0,0,0,0,24,76,5,3,0,0,0,0,0,14,0,0,19,0,218,0,49,0,5
OTU340,12,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,1,0,0,82,1,3,20,0,31,3,0,0,0,0,0,1,0,0,0,2,1412,0,0,4,1,9,0,0,0,5,0,4,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,12,0,0,0,0,83,2,0,0,12,0,0,0,0,0,6,0,113,0,2,0,4,5,14
OTU3384,2,75,14,13,8,31,0,3,89,1,20,2,11,118,35,22,0,0,1,21,2,0,79,37,2,1,45,2,1,96,0,3,1,0,20,1,36,107,35,1,12,62,2,2,1,1,2,3,0,16,53,59,63,1,1,0,66,1,0,13,0,2,1,0,0,19,93,3,2,0,2,28,90,0,1,1,0,4,1,1,21,27,13,6,0,1,1,6,14,0,114,10,1,2,0,2,1,6,12,37,11,0,1,9,0,20,0,23,0,0,2
OTU266,2,0,0,0,0,0,0,0,0,6,0,35,0,0,0,0,0,3,0,0,0,218,0,0,0,21,0,28,3,0,325,0,0,0,0,0,0,0,0,36,0,0,88,0,99,0,0,0,4,0,0,0,0,7,0,2,0,9,1,0,59,0,0,70,7,65,0,0,12,0,68,0,0,46,0,0,1,50,3,0,0,0,0,0,0,34,1,5,0,16,0,0,83,0,5,0,13,0,0,0,0,65,25,0,192,0,0,0,0,13,142
OTU5608,0,42,119,13,0,5,0,0,0,0,0,0,16,66,1,3,0,0,4,33,4,0,161,38,0,0,49,0,0,208,0,0,0,0,6,0,4,29,97,0,7,130,0,0,0,0,0,0,0,50,0,15,66,0,0,0,5,0,0,0,0,0,0,0,0,0,25,0,0,0,0,284,25,0,0,0,0,0,0,0,0,0,45,15,0,0,0,0,14,0,34,53,0,0,0,0,0,0,1,41,3,0,0,36,0,102,0,8,0,0,0
OTU5495,0,16,86,5,2,0,3,355,2,0,0,0,5,10,2,1,12,0,26,17,18,0,129,35,0,2,23,0,12,14,0,17,0,42,4,0,6,3,18,3,3,75,10,0,2,0,9,21,0,20,0,2,8,16,0,0,24,0,0,0,0,0,0,0,3,0,90,2,0,0,1,211,3,0,1,0,0,0,0,73,0,0,41,5,0,0,0,81,0,0,49,13,1,0,0,0,26,5,10,97,6,0,0,25,0,45,6,2,2,0,0
OTU2233,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,1136,0,0,0,0,0,0,0,40,0,0,0,0,0,307,1,28,1,4,0,64,0,0,0,0,15,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0
OTU4194,0,80,294,10,0,34,0,0,9,0,1,0,9,48,5,8,0,0,6,17,0,0,105,25,0,0,54,0,0,41,0,0,0,0,58,0,28,7,15,0,4,17,1,0,0,0,0,0,0,7,52,96,113,0,0,0,35,0,0,1,0,0,0,0,0,0,80,0,0,0,0,3,14,0,0,0,0,0,0,0,0,1,112,64,0,0,0,0,0,0,49,216,1,0,0,0,0,0,4,38,23,0,0,33,0,6,0,14,0,0,0
OTU913,0,0,209,0,47,0,3,0,0,0,9,0,52,15,0,0,119,0,0,10,0,0,351,64,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,156,0,2,2,0,0,0,0,0,36,0,0,0,0,0,0,0,0,3,14,0,9,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,275,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,4,0,409,8,0,0,0,17,0,0,0,0,0,0
OTU1356,0,0,0,0,0,15,0,0,0,32,26,52,0,0,0,0,0,143,0,0,4,31,5,0,0,14,0,0,0,0,38,0,2,0,0,0,0,0,0,33,0,0,121,0,71,61,7,0,70,0,0,0,0,9,4,39,0,0,0,0,17,0,0,110,0,24,14,0,6,0,36,0,0,23,18,0,34,0,28,0,340,0,0,0,0,16,71,1,0,119,1,0,0,0,14,2,0,0,0,0,0,43,51,1,0,0,0,0,0,72,0
OTU4717,0,0,0,0,0,0,0,0,0,277,0,12,0,1,0,0,0,62,0,0,3,401,0,1,0,225,0,0,13,0,9,0,0,0,0,10,0,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,0,0,1,0,0,110,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,12,0,0,0,0,0,0,396,0,0,0,0,0,0,0,0,0
OTU3788,0,17,21,30,0,8,0,0,134,0,0,0,63,17,37,28,0,0,10,27,56,0,86,53,0,0,75,0,0,16,0,0,0,0,45,0,12,23,33,0,66,24,0,0,0,0,1,0,0,42,21,36,8,0,0,0,65,0,0,0,0,0,0,0,0,0,332,0,0,0,0,24,9,0,0,0,0,0,0,0,0,73,22,28,0,0,0,0,51,0,46,17,0,0,0,0,0,0,17,18,18,0,0,25,0,34,0,34,0,0,0
OTU5438,1,0,10,0,0,68,0,0,0,76,1,0,0,0,0,0,0,913,1,1,3,10,52,2,0,3,0,0,5,0,46,0,16,0,0,9,0,0,0,0,0,0,0,14,15,9,34,0,13,0,0,0,0,1,7,0,0,2,0,0,2,0,12,0,0,4,19,0,2,0,44,0,0,0,10,0,1,1,1,0,0,0,2,0,10,1,65,0,0,0,1,0,0,53,4,21,0,0,0,0,0,91,1,4,0,0,0,0,2,92,2
OTU514,0,0,0,77,0,357,0,0,0,0,0,0,0,0,0,2,0,0,157,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,41,0,0,0,253,0,0,23,0,0,0,0,0,0,0,0,230,45,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,115,0,180,0,0,6,0,0,0,0,0,0,0
OTU5441,0,0,0,0,0,27,0,1,0,1,13,6,0,2,0,0,0,48,0,0,0,46,0,0,211,17,0,1,7,0,26,44,2,0,0,293,0,0,0,5,0,0,10,0,5,7,2,0,186,0,0,0,0,82,91,14,0,7,0,0,46,0,0,3,9,0,0,0,80,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,20,3,0,0,0,0,129,2,2,1,0,1,0,0,0,0,2,0,0,0,203,0,33,28,14
OTU4843,53,0,2,0,35,4,0,314,0,0,21,4,0,0,0,0,28,1,0,0,0,0,4,0,0,0,0,0,2,0,0,4,122,1,0,0,0,0,0,2,0,0,0,54,59,3,103,17,7,0,0,0,0,0,1,0,0,0,5,42,0,0,0,1,2,5,3,0,1,3,5,0,0,0,0,0,0,84,0,0,527,0,1,0,103,0,0,0,0,1,0,0,0,2,0,1,0,73,0,0,0,2,1,2,17,0,8,0,0,2,1
OTU2821,0,0,0,70,0,0,0,0,0,0,0,0,0,6,48,0,0,0,110,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,102,0,0,11,150,0,16,0,0,0,0,0,0,0,0,0,42,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,0,0,0,0,0,0,0,0,6,69,226,0,0,0,0,94,0,0,0,0,0,0,0,0,0,266,0,150,0,0,0,0,0,0,1,0,0,0
OTU2229,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,72,0,0,1,214,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,339,107,0,0,649,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,154,0
